year,section,type,Champ,Art.,prog,proj/act,Ligne,code,fr_label,ar_label,amount_previous,amount_proposed,amount_approved
2023,Fonctionnement,Crédits,20.0,50.0,50.0,20.0,0.0,20.50.50.20.00,Maintenance et entretien,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,50.0,50.0,20.0,21.0,20.50.50.20.21,Entretien et réparation courants de matériel et mobilier,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻹﺼﻼﺡ ﺍﻹﻋﺘﻴﺎﺩﻱ ﻟﻠﻌﺘﺎﺩ ﻮﺍﻷﺛﺎﺙ      ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,50.0,50.0,20.0,22.0,20.50.50.20.22,Entretien courant de bâtiments,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻠﺑﻧﺎﻳﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.50.50.20.00,Total du projet  20 - Maintenance et entretien,مجموع - ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.50.50.00.00,Total du programme  50 - Enseignement primaire,مجموع - ﺍﻟﺘﻌﻠﻴﻡ ﺍﻹﺑﺘﺩﺍﺋﻲ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,60.0,60.0,0.0,0.0,20.60.60.00.00,Enseignement secondaire,ﺍﻟﺘﻌﻠﻴﻡ ﺍﻟﺜﺎﻧﻮﻱ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,60.0,60.0,10.0,0.0,20.60.60.10.00,Denrées et fournitures consommées,ﻣﻮﺍﺩ ﻏﺬﺍﺋﻴﺔ ﻮﻟﻮﺍﺯﻡ ﺍﺴﺘﻬﻼﻛﻴﺔ    ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,60.0,60.0,10.0,11.0,20.60.60.10.11,Achat de fournitures scolaires,ﺸﺮﺍﺀ ﻟﻮﺍﺯﻡ ﻣﺩﺭﺴﻴﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,60.0,60.0,10.0,12.0,20.60.60.10.12,Achat de livres pour les bibliothèques,ﺸﺮﺍﺀ ﺍﻟﻜﺘﺏ ﻟﻠﻣﻜﺘﺑﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,60.0,60.0,10.0,13.0,20.60.60.10.13,Achat de livres pour la remise en prix,ﺸﺮﺍﺀ ﻛﺘﺏ ﻟﻣﻧﺢ ﺍﻟﺠﻮﺍﺋﺰ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,60.0,60.0,10.0,14.0,20.60.60.10.14,Achat de denrées alimentaires pour les internats,ﺸﺮﺍﺀ ﻣﻮﺍﺩ ﻏﺬﺍﺋﻴﺔ ﻟﻠﻣﺩﺍﺭﺲ ﺍﻟﺩﺍﺧﻠﻴﺔ     ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,60.0,60.0,10.0,15.0,20.60.60.10.15,Achat dhabillement et de linge pour les internats,ﺸﺮﺍﺀ ﺍﻟﻣﻼﺑﺲ ﻮﺍﻷﺛﻮﺍﺏ ﻟﻠﻣﺩﺍﺭﺲ ﺍﻟﺩﺍﺧﻠﻴﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,60.0,60.0,10.0,16.0,20.60.60.10.16,Achat de petit matériel pour les internats,ﺸﺮﺍﺀ ﻋﺘﺎﺩ ﺼﻐﻴﺮ ﻟﻠﻣﺩﺍﺭﺲ ﺍﻟﺩﺍﺧﻠﻴﺔ    ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.60.60.10.00,Total du projet  10 - Denrées et fournitures consommées,مجموع - ﻣﻮﺍﺩ ﻏﺬﺍﺋﻴﺔ ﻮﻟﻮﺍﺯﻡ ﺍﺴﺘﻬﻼﻛﻴﺔ    ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,60.0,60.0,20.0,0.0,20.60.60.20.00,Maintenance et entretien,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,60.0,60.0,20.0,21.0,20.60.60.20.21,Entretien et réparation courants de matériel,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻹﺼﻼﺡ ﺍﻹﻋﺘﻴﺎﺩﻱ ﻟﻠﻌﺘﺎﺩ    ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,60.0,60.0,20.0,22.0,20.60.60.20.22,Entretien et réparation courants de bâtiments,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻹﺼﻼﺡ ﺍﻹﻋﺘﻴﺎﺩﻱ ﻟﻠﺑﻧﺎﻳﺎﺕ    ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.60.60.20.00,Total du projet  20 - Maintenance et entretien,مجموع - ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.60.60.00.00,Total du programme  60 - Enseignement secondaire,مجموع - ﺍﻟﺘﻌﻠﻴﻡ ﺍﻟﺜﺎﻧﻮﻱ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,70.0,70.0,0.0,0.0,20.70.70.00.00,Formation renforcement des capacités,ﺍﻟﺘﻜﻮﻳﻦ ﻮﺗﻘﻮﻳﺔ ﺍﻟﻘﺩﺭﺍﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,70.0,70.0,10.0,0.0,20.70.70.10.00,Centres de formation,ﻣﺮﺍﻛﺰ ﺍﻟﺘﻜﻮﻳﻦ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,70.0,70.0,10.0,11.0,20.70.70.10.11,Frais de formation continue pour les élus,ﻣﺼﺎﺭﻳﻒ ﺍﻟﺘﻜﻮﻳﻦ ﺍﻟﻣﺴﺘﻣﺮ ﻟﻠﻣﻧﺘﺧﺑﻴﻦ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,70.0,70.0,10.0,12.0,20.70.70.10.12,Frais de formation continue pour le personnel de la commune,ﻣﺼﺎﺭﻳﻒ ﺍﻟﺘﻜﻮﻳﻦ ﺍﻟﻣﺴﺘﻣﺮ ﻟﻣﻮﻈﻔﻲ ﺍﻟﺠﻣﺎﻋﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,70.0,70.0,10.0,13.0,20.70.70.10.13,Indemnités dencadrement et de renforcement des capacités,ﺗﻌﻮﻳﻀﺎﺕ ﺍﻟﺘﺄﻄﻴﺮ ﻮﺗﻘﻮﻳﺔ ﺍﻟﻘﺩﺭﺍﺕ       ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,70.0,70.0,10.0,14.0,20.70.70.10.14,,,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.70.70.10.00,Total du projet  10 - Centres de formation,مجموع - ﻣﺮﺍﻛﺰ ﺍﻟﺘﻜﻮﻳﻦ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.70.70.00.00,Total du programme  70 - Formation renforcement des capacités,مجموع - ﺍﻟﺘﻜﻮﻳﻦ ﻮﺗﻘﻮﻳﺔ ﺍﻟﻘﺩﺭﺍﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,0.0,0.0,20.80.80.00.00,Culture et beaux arts,,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,10.0,0.0,20.80.80.10.00,Bibliothèques,ﺍﻟﻣﻜﺘﺑﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,10.0,11.0,20.80.80.10.11,Achat de livres,ﺸﺮﺍﺀ ﺍﻟﻜﺘﺏ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,10.0,12.0,20.80.80.10.12,Entretien et réparation courants de matériel et de mobilier,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻹﺼﻼﺡ ﺍﻹﻋﺘﻴﺎﺩﻱ ﻟﻠﻌﺘﺎﺩ ﻮﺍﻷﺛﺎﺙ       ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,10.0,13.0,20.80.80.10.13,Entretien courant de bâtiments,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻠﺑﻧﺎﻳﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,10.0,14.0,20.80.80.10.14,Reliure de livres et registres divers,ﺗﺴﻔﻴﺮ ﺍﻟﻜﺘﺏ ﻮﺍﻟﺴﺠﻼﺕ ﺍﻟﻣﺧﺘﻠﻔﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.80.80.10.00,Total du projet  10 - Bibliothèques,مجموع - ﺍﻟﻣﻜﺘﺑﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,20.0,0.0,20.80.80.20.00,Conservatoires,,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,20.0,21.0,20.80.80.20.21,Achat dinstruments de musique,ﺸﺮﺍﺀ ﺃﺩﻮﺍﺕ ﻣﻮﺴﻴﻘﻴﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,20.0,22.0,20.80.80.20.22,Entretien et réparation courants de matériel technique,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻹﺼﻼﺡ ﺍﻹﻋﺘﻴﺎﺩﻱ ﻟﻠﻌﺘﺎﺩ ﺍﻟﺘﻘﻧﻲ     ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,20.0,23.0,20.80.80.20.23,Entretien courant de bâtiments,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻠﺑﻧﺎﻳﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.80.80.20.00,Total du projet  20 - Conservatoires,مجموع - nan,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,30.0,0.0,20.80.80.30.00,Théâtre,ﺍﻟﻣﺴﺎﺭﺡ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,30.0,31.0,20.80.80.30.31,Achat de petit matériel,ﺸﺮﺍﺀ ﻋﺘﺎﺩ ﺼﻐﻴﺮ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,30.0,32.0,20.80.80.30.32,Entretien courant de bâtiments,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻠﺑﻧﺎﻳﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,30.0,33.0,20.80.80.30.33,Entretien et réparation courants de matériel,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻹﺼﻼﺤﺎﺕ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻠﻌﺘﺎﺩ    ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.80.80.30.00,Total du projet  30 - Théâtre,مجموع - ﺍﻟﻣﺴﺎﺭﺡ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,40.0,0.0,20.80.80.40.00,Maisons de jeunes,ﺩﻮﺭ ﺍﻟﺸﺑﺎﺏ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,40.0,41.0,20.80.80.40.41,Entretien et réparation courants de matériel,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻹﺼﻼﺤﺎﺕ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻠﻌﺘﺎﺩ    ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,40.0,42.0,20.80.80.40.42,Entretien courant de bâtiments,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻠﺑﻧﺎﻳﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.80.80.40.00,Total du projet  40 - Maisons de jeunes,مجموع - ﺩﻮﺭ ﺍﻟﺸﺑﺎﺏ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,50.0,0.0,20.80.80.50.00,Musés,,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,50.0,51.0,20.80.80.50.51,Entretien et réparation courants de matériel,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻹﺼﻼﺡ ﺍﻹﻋﺘﻴﺎﺩﻱ ﻟﻠﻌﺘﺎﺩ    ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,50.0,52.0,20.80.80.50.52,Entretien courant de bâtiments,ﺍﻹﺼﻼﺡ ﺍﻹﻋﺘﻴﺎﺩﻱ ﻟﻠﺑﻧﺎﻳﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,50.0,53.0,20.80.80.50.53,Entretien de monuments historiques,ﺇﺼﻼﺡ ﺍﻵﺗﺎﺭﺍﺕ ﺍﻟﺘﺎﺭﻳﺧﻴﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.80.80.50.00,Total du projet  50 - Musés,مجموع - nan,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,60.0,0.0,20.80.80.60.00,Ecole des beaux arts,ﻣﺩﺭﺴﺔ ﺍﻟﻔﻧﻮﻦ ﺍﻟﺠﻣﻴﻠﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,60.0,61.0,20.80.80.60.61,Fournitures pour ateliers,ﺸﺮﺍﺀ ﻣﻮﺍﺩ ﻟﻠﻣﻌﺎﻣﻞ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,60.0,62.0,20.80.80.60.62,Entretien de material courant,ﺇﺼﻼﺡ ﺍﻟﻌﺘﺎﺩ ﺍﻹﻋﺘﻴﺎﺩﻱ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,60.0,63.0,20.80.80.60.63,Entretien courant de batîments,ﺇﺼﻼﺡ ﺇﻋﺘﻴﺎﺩﻱ ﻟﻠﺑﻧﺎﻳﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.80.80.60.00,Total du projet  60 - Ecole des beaux arts,مجموع - ﻣﺩﺭﺴﺔ ﺍﻟﻔﻧﻮﻦ ﺍﻟﺠﻣﻴﻠﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,70.0,0.0,20.80.80.70.00,Subventions en faveur des associations,ﻣﻧﺢ ﻟﺼﺎﻟﺢ ﺍﻟﺠﻣﻌﻴﺎﺕ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,80.0,80.0,70.0,71.0,20.80.80.70.71,Subventions aux associations culturelles,ﻣﻧﺢ ﻟﺼﺎﻟﺢ ﺍﻟﺠﻣﻌﻴﺎﺕ ﺍﻟﺜﻘﺎﻓﻴﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.80.80.70.00,Total du projet  70 - Subventions en faveur des associations,مجموع - ﻣﻧﺢ ﻟﺼﺎﻟﺢ ﺍﻟﺠﻣﻌﻴﺎﺕ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.80.80.00.00,Total du programme  80 - Culture et beaux arts,مجموع - nan,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,90.0,90.0,0.0,0.0,20.90.90.00.00,Activités cutuelles,ﺍﻷﻧﺸﻄﺔ ﺍﻟﺩﻳﻧﻴﺔ  ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,90.0,90.0,10.0,0.0,20.90.90.10.00,Cérémonies religieuses,ﻄﻘﻮﺲ ﺩﻳﻧﻴﺔ  ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,90.0,90.0,10.0,11.0,20.90.90.10.11,Frais de cérémonies,ﻣﺼﺎﺭﻳﻒ ﺍﻟﻄﻘﻮﺲ ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.90.90.10.00,Total du projet  10 - Cérémonies religieuses,مجموع - ﻄﻘﻮﺲ ﺩﻳﻧﻴﺔ  ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,90.0,90.0,20.0,0.0,20.90.90.20.00,Cimetières et pompes funèbres,ﺍﻟﻣﻘﺎﺑﺮ ﻮﻣﺼﺎﻟﺢ ﺩﻓﻦ ﺍﻷﻣﻮﺍﺕ    ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,90.0,90.0,20.0,21.0,20.90.90.20.21,Achat de matériaux de construction,ﺸﺮﺍﺀ ﻣﻮﺍﺩ ﺍﻟﺑﻧﺎﺀ   ,0.0,0.0,0
2023,Fonctionnement,Crédits,20.0,90.0,90.0,20.0,22.0,20.90.90.20.22,Entretien et réparation courants de cimetières,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻹﺼﻼﺡ ﺍﻹﻋﺘﻴﺎﺩﻱ ﻟﻠﻣﻘﺎﺑﺮ    ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.90.90.20.00,Total du projet  20 - Cimetières et pompes funèbres,مجموع - ﺍﻟﻣﻘﺎﺑﺮ ﻮﻣﺼﺎﻟﺢ ﺩﻓﻦ ﺍﻷﻣﻮﺍﺕ    ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.90.90.00.00,Total du programme  90 - Activités cutuelles,مجموع - ﺍﻷﻧﺸﻄﺔ ﺍﻟﺩﻳﻧﻴﺔ  ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,20.00.00.00.00,Total du chapitre  20 - DOMAINES DES AFFAIRES SOCIALES,مجموع - ﻣﺠﺎﻝ ﺍﻟﺸﺆﻮﻦ ﺍﻹﺠﺘﻣﺎﻋﻴﺔ,1430000.0,1830000.0,1830000
2023,Fonctionnement,Crédits,30.0,0.0,0.0,0.0,0.0,30.00.00.00.00,DOMAINE DES AFFAIRES TECHNIQUES,ﻣﺠﺎﻝ ﺍﻟﺸﺆﻮﻦ ﺍﻟﺘﻘﻧﻴﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,0.0,0.0,30.10.10.00.00,Urbanisme habitat et protection de lenvironnement,ﺍﻟﺘﻌﻣﻴﺮ، ﺍﻟﺴﻜﻦ، ﻮﺍﻟﻣﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﺑﻴﺋﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,10.0,0.0,30.10.10.10.00,Habitat espaces verts jardins et protection de lenvironnement,ﺍﻟﺴﻜﻦ، ﺍﻟﻣﻧﺎﻄﻖ ﺍﻟﺧﻀﺮﺍﺀ، ﺍﻟﺤﺩﺍﺋﻖ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﺑﻴﺋﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,10.0,11.0,30.10.10.10.11,Achat darbres et de plantes,ﺸﺮﺍﺀ ﺍﻷﺸﺠﺎﺭ ﻮﺍﻷﻏﺮﺍﺲ,0.0,100000.0,100000
2023,Fonctionnement,Crédits,30.0,10.0,10.0,10.0,12.0,30.10.10.10.12,Achat de graines et fleurs de plantation,ﺸﺮﺍﺀ ﺍﻟﺑﺬﻮﺭ ﻮﺍﻷﺯﻫﺎﺭ ﻟﻠﻣﻐﺎﺭﺲ ﻮﺍﻟﻣﺸﺎﺗﻞ,0.0,100000.0,100000
2023,Fonctionnement,Crédits,30.0,10.0,10.0,10.0,13.0,30.10.10.10.13,Achat dengrais,ﺸﺮﺍﺀ ﺍﻷﺴﻣﺩﺓ,0.0,30000.0,30000
2023,Fonctionnement,Crédits,30.0,10.0,10.0,10.0,14.0,30.10.10.10.14,Achat de petit matériel de signalisation,ﺸﺮﺍﺀ ﻋﺘﺎﺩ ﺼﻐﻴﺮ ﻟﻠﺘﺸﻮﻳﺮ   ,0.0,20000.0,20000
2023,Fonctionnement,Crédits,30.0,10.0,10.0,10.0,15.0,30.10.10.10.15,Achat des plaques de numérotation des immeubles,ﺸﺮﺍﺀ ﺸﺎﺭﺍﺕ ﻟﺘﺮﻗﻴﻡ ﺍﻟﻌﻣﺎﺭﺍﺕ   ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,10.0,16.0,30.10.10.10.16,Achat des plaques des noms des rues,ﺸﺮﺍﺀ ﺸﺎﺭﺍﺕ ﺃﺴﻣﺎﺀ ﺍﻟﺸﻮﺍﺭﻉ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,10.0,17.0,30.10.10.10.17,Achat de petit matériel,ﺸﺮﺍﺀ ﻋﺘﺎﺩ ﺼﻐﻴﺮ ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,10.0,18.0,30.10.10.10.18,Achat de buses et regards en fonte,,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,30.10.10.10.00,Total du projet  10 - Habitat espaces verts jardins et protection de lenvironnement,مجموع - ﺍﻟﺴﻜﻦ، ﺍﻟﻣﻧﺎﻄﻖ ﺍﻟﺧﻀﺮﺍﺀ، ﺍﻟﺤﺩﺍﺋﻖ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﺑﻴﺋﺔ,0.0,250000.0,250000
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,0.0,30.10.10.20.00,Maintenance et conservation du patrimoine,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﻣﻣﺘﻠﻜﺎﺕ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,21.0,30.10.10.20.21,Entretien courant despaces verts jardins et forêts,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻠﻣﻧﺎﻄﻖ ﺍﻟﺧﻀﺮﺍﺀ ﻮﺍﻟﺤﺩﺍﺋﻖ ﻮﺍﻟﻐﺎﺑﺎﺕ ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,22.0,30.10.10.20.22,Entretien de places publiques parcs parckings et décharges publiques,ﺰﺍﺑﻞ ﺍﻟﻌﻣﻮﻣﻴﺔ ﺼﻴﺎﻧﺔ ﺍﻟﺴﺎﺤﺎﺕ ﺍﻟﻌﻣﻮﻣﻴﺔ ﻮﺍﻟﻣﻧﺘﺰﻫﺎﺕ ﻮﻣﺮﺍﻓﻖ ﺍﻟﺴﻴﺎﺭﺍﺕ ﻮﺍﻟﻣ  ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,23.0,30.10.10.20.23,Entretien de plages ou piscines,ﺼﻴﺎﻧﺔ ﺍﻟﺸﻮﺍﻄﺊ ﻮﺍﻟﻣﺴﺎﺑﺢ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,24.0,30.10.10.20.24,Entretien dégouts,,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,25.0,30.10.10.20.25,Entretien courant de voies,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻠﻄﺮﻗﺎﺕ,2427880.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,26.0,30.10.10.20.26,Entretien de bâtiments techniques,ﺼﻴﺎﻧﺔ ﺍﻟﺑﻧﺎﻳﺎﺕ ﺍﻟﺘﻘﻧﻴﺔ  ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,27.0,30.10.10.20.27,Entretien de campings,ﺼﻴﺎﻧﺔ ﺍﻟﻣﺧﻴﻣﺎﺕ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,28.0,30.10.10.20.28,Entretien dinstallations sportives,ﺼﻴﺎﻧﺔ ﺍﻟﻣﻧﺸﺂﺕ ﺍﻟﺮﻳﺎﻀﻴﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,29.0,30.10.10.20.29,Entretien dinstallations deau publique,ﺼﻴﺎﻧﺔ ﻣﻧﺸﺂﺕ ﺍﻟﻣﺎﺀ ﺍﻟﺼﺎﻟﺢ ﻟﻠﺸﺮﺏ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,30.0,30.10.10.20.30,Entretien dinstallations déclairage public,ﺼﻴﺎﻧﺔ ﻣﻧﺸﺂﺕ ﺍﻹﻧﺎﺭﺓ ﺍﻟﻌﻣﻮﻣﻴﺔ  ,500000.0,500000.0,500000
2023,Fonctionnement,Crédits,30.0,10.0,10.0,20.0,31.0,30.10.10.20.31,Entretien dautres installations,ﺼﻴﺎﻧﺔ ﻣﻧﺸﺂﺕ ﺃﺧﺮﻯ,0.0,0.0,0
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,30.10.10.20.00,Total du projet  20 - Maintenance et conservation du patrimoine,مجموع - ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﻣﻣﺘﻠﻜﺎﺕ,2927880.0,500000.0,500000
2023,Fonctionnement,Crédits,0.0,0.0,0.0,0.0,0.0,30.10.10.00.00,Total du programme  10 - Urbanisme habitat et protection de lenvironnement,مجموع - ﺍﻟﺘﻌﻣﻴﺮ، ﺍﻟﺴﻜﻦ، ﻮﺍﻟﻣﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﺑﻴﺋﺔ,2927880.0,750000.0,750000
2023,Fonctionnement,Crédits,30.0,20.0,20.0,0.0,0.0,30.20.20.00.00,Eclairage public,ﺍﻹﻧﺎﺭﺓ ﺍﻟﻌﻣﻮﻣﻴﺔ,0.0,0.0,0
2023,Fonctionnement,Crédits,30.0,20.0,20.0,10.0,0.0,30.20.20.10.00,Maintenance et conservation,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ,0.0,0.0,0
