year,section,type,Champ,Art,prog,Ligne,code,fr_label,ar_label,amount_previous,amount_proposed,amount_approved
2024,Fonctionnement,Crédits,10,30,30,10,10.30.30.10,Location de matériel informatique,ﺍﻛﺘﺮﺍﺀ ﻋﺘﺎﺩ ﻣﻌﻠﻮﻣﺎﺗﻲ  ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  10,,467000.0,467000.0,467000.0
2024,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Maintenance et conservation de bâtiments et matériel technique,ﺍﻟﻌﻧﺎﻳﺔ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﺑﻧﺎﻳﺎﺕ ﻮﺍﻟﻌﺘﺎﺩ ﺍﻟﺘﻘﻧﻲ    ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien courant de bâtiments administratifs,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻟﻣﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﺑﻧﺎﻳﺎﺕ ﺍﻹﺩﺍﺭﻳﺔ  ,882900.0,235000.0,235000.0
2024,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien courant de logements,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﺩﻮﺭ ﺍﻟﺴﻜﻧﻲ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien et réparation courant de matériel informatique,ﺍﻟﺼﻴﺎﻧﺔ ﻮﺍﻹﺼﻼﺡ ﺍﻹﻋﺘﻴﺎﺩﻱ ﻟﻠﻌﺘﺎﺩ ﺍﻟﻣﻌﻠﻮﻣﺎﺗﻲ     ,100000.0,150000.0,150000.0
2024,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien courant de matériel et mobilier de bureau,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻌﺘﺎﺩ ﻮﺃﺛﺎﺕ ﺍﻟﻣﻜﺎﺗﺏ     ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien courant de réseaux téléphoniques électriques et deau,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﺸﺑﻜﺔ ﺍﻟﻬﺎﺗﻒ ﻮﺍﻟﻣﺎﺀ ﻮﺍﻟﻜﻬﺮﺑﺎﺀ     ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,20,10.30.30.20,Entretien courant de matériel technique,ﺍﻟﺼﻴﺎﻧﺔ ﺍﻹﻋﺘﻴﺎﺩﻳﺔ ﻟﻠﻌﺘﺎﺩ ﺍﻟﺘﻘﻧﻲ  ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  20,,982900.0,385000.0,385000.0
2024,Fonctionnement,Crédits,10,30,30,30,10.30.30.30,Fournitures et imprimés,ﻟﻮﺍﺯﻡ ﻮﻣﻄﺑﻮﻋﺎﺕ ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,30,10.30.30.30,Fournitures de bureau produits dimpression papeterie et imprimés,ﻟﻮﺍﺯﻡ ﺍﻟﻣﻜﺘﺏ ، ﻣﻮﺍﺩ ﺍﻟﻄﺑﺎﻋﺔ ، ﺃﻮﺭﺍﻖ ﻮﻣﻄﺑﻮﻋﺎﺕ ,200000.0,300000.0,300000.0
2024,Fonctionnement,Crédits,10,30,30,30,10.30.30.30,Fournitures pour matériel technique et informatique,ﻟﻮﺍﺯﻡ ﺍﻟﻌﺘﺎﺩ ﺍﻟﺘﻘﻧﻲ ﻮﺍﻟﻣﻌﻠﻮﻣﺎﺗﻲ    ,100000.0,200000.0,200000.0
2024,Fonctionnement,Crédits,10,30,30,30,10.30.30.30,Fournitures et produits de publication,ﻟﻮﺍﺯﻡ ﻮﻣﻧﺘﻮﺠﺎﺕ ﺍﻟﻧﺸﺮ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  30,,300000.0,500000.0,500000.0
2024,Fonctionnement,Crédits,10,30,30,40,10.30.30.40,Parc de véhicules et engins,ﻣﺮﺃﺏ ﺍﻟﺴﻴﺎﺭﺍﺕ ﻮﺍﻵﻟﻴﺎﺕ   ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,40,10.30.30.40,Achat de carburants et lubrifiants,ﺸﺮﺍﺀ ﺍﻟﻮﻗﻮﺩ ﻮﺍﻟﺰﻳﻮﺕ,600000.0,650000.0,650000.0
2024,Fonctionnement,Crédits,10,30,30,40,10.30.30.40,Pièces de rechange et pneumatique pour les véhicules et engins,ﻗﻄﻊ ﺍﻟﻐﻴﺎﺭ ﻮﺍﻹﻄﺎﺭﺍﺕ ﺍﻟﻣﻄﺎﻄﻴﺔ ﻟﻠﺴﻴﺎﺭﺍﺕ ﻮﺍﻵﻟﻴﺎﺕ          ,200000.0,200000.0,200000.0
2024,Fonctionnement,Crédits,10,30,30,40,10.30.30.40,Entretien et réparation de véhicules et engins,ﺼﻴﺎﻧﺔ ﻮﺇﺼﻼﺡ ﺍﻟﺴﻴﺎﺭﺍﺕ ﻮﺍﻵﻟﻴﺎﺕ     ,200000.0,200000.0,200000.0
2024,Fonctionnement,Crédits,10,30,30,40,10.30.30.40,Frais dassurance de véhicules et engins,ﻣﺼﺎﺭﻳﻒ ﺗﺄﻣﻴﻦ ﺍﻟﺴﻴﺎﺭﺍﺕ ﻮﺍﻵﻟﻴﺎﺕ   ,200000.0,200000.0,200000.0
2024,Fonctionnement,Crédits,10,30,30,40,10.30.30.40,Taxe spéciale sur les véhicules,ﺍﻟﻀﺮﻳﺑﺔ ﺍﻟﺧﺎﺼﺔ ﻋﻠﻰ ﺍﻟﺴﻴﺎﺭﺍﺕ    ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  40,,1200000.0,1250000.0,1250000.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Matériaux de construction,ﻣﻮﺍﺩ ﺍﻟﺑﻧﺎﺀ   ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat de produits bruts des carrières,ﺸﺮﺍﺀ ﺍﻟﻣﻮﺍﺩ ﺍﻟﺧﺎﻡ ﻣﻦ ﺍﻟﻣﻘﺎﻟﻊ ,100000.0,50000.0,50000.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat de ciment trottoirs et carreaux,ﺸﺮﺍﺀ ﺍﻹﺴﻣﻧﺕ ﻮﺍﻷﺭﺼﻔﺔ ﻮﺍﻟﺰﻟﻴﺞ,100000.0,50000.0,50000.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat de bois,ﺸﺮﺍﺀ ﺍﻟﺧﺸﺏ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat de produits de feronnerie regards et buses,ﺸﺮﺍﺀﻣﻮﺍﺩ ﺤﺩﻳﺩﻳﺔ ﻮﻗﻮﺍﺩﺲ ﻮﺠﺎﻣﻊ ﺍﻟﻣﻴﺎﻩ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat de vitrerie,ﺸﺮﺍﺀ ﺍﻟﺰﺠﺎﺝ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat de peinture,ﺸﺮﺍﺀ ﺍﻟﺼﺑﺎﻏﺔ,100000.0,200000.0,200000.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat darticles sanitaires et de plomberie,ﺸﺮﺍﺀ ﺍﻟﻠﻮﺍﺯﻡ ﺍﻟﺼﺤﻴﺔ ﻮﻣﻮﺍﺩ ﺍﻟﺘﺮﺼﻴﺺ,0.0,20000.0,20000.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat de petit matériel électrique,ﺸﺮﺍﺀ ﺍﻟﻌﺘﺎﺩ ﺍﻟﻜﻬﺮﺑﺎﺋﻲ ﺍﻟﺼﻐﻴﺮ  ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat de bitume,ﺸﺮﺍﺀ ﺍﻟﺰﻓﺕ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat de chaux,ﺸﺮﺍﺀ ﺍﻟﺠﻴﺮ,10000.0,10000.0,10000.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat dagglomérés,ﺸﺮﺍﺀ ﺍﻟﻄﻮﺏ ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,Achat de briques,ﺸﺮﺍﺀ ﺍﻷﺠﺮ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,,…………………………………………………  …………………………………………………,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,50,10.30.30.50,,…………………………………………………  …………………………………………………,0.0,0.0,0.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  50,,310000.0,330000.0,330000.0
2024,Fonctionnement,Crédits,10,30,30,60,10.30.30.60,Produit dhygiène,ﻣﻮﺍﺩ ﺤﻔﻈ ﺍﻟﺼﺤﺔ ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,60,10.30.30.60,Achat de produits dentretien ménager,ﺸﺮﺍﺀ ﻣﻮﺍﺩ ﺍﻟﺼﻴﺎﻧﺔ ﺍﻟﻣﻧﺰﻟﻴﺔ ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,60,10.30.30.60,Achat de produits désinfectants,ﺸﺮﺍﺀ ﺍﻟﻣﻮﺍﺩ ﺍﻟﻣﻄﻬﺮﺓ ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,60,10.30.30.60,Achat de produits plastiques,ﺸﺮﺍﺀ ﺍﻟﻣﻮﺍﺩ ﺍﻟﺑﻼﺴﺘﻴﻜﻴﺔ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,60,10.30.30.60,,…………………………………………………  …………………………………………………,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,60,10.30.30.60,,…………………………………………………  …………………………………………………,0.0,0.0,0.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  60,,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,70,10.30.30.70,Fourrières et abattoirs,ﺍﻟﻣﺩﺍﺑﺢ ﻮﺍﻟﻣﺤﺎﺠﺰ   ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,70,10.30.30.70,Frais de fourniture de bétail et harnachement,ﻣﺼﺎﺭﻳﻒ ﺗﻐﺩﻳﺔ ﺍﻟﺤﻴﻮﺍﻧﺎﺕ ﻮﺇﺴﺮﺍﺠﻬﺎ   ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,70,10.30.30.70,Achat darmes et munitions,ﺸﺮﺍﺀ ﺍﻟﺴﻼﺡ ﻮﺍﻟﺩﺧﻴﺮﺓ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,70,10.30.30.70,Achat dencre destampillage des viandes,ﺸﺮﺍﺀ ﻣﺩﺍﺩ ﻄﺑﻊ ﺍﻟﻠﺤﻮﻡ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,70,10.30.30.70,Achat de graisse,ﺸﺮﺍﺀ ﻣﻮﺍﺩ ﺍﻟﺘﺸﺤﻴﻡ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,70,10.30.30.70,Entretien et renouvellement de petit matériel,ﺼﻴﺎﻧﺔ ﻮﺗﺠﺩﻳﺩ ﺍﻟﻌﺘﺎﺩ ﺍﻟﺼﻐﻴﺮ ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  70,,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,80,10.30.30.80,Etudes recherches honoraires et consultations juridiques,ﺩﺭﺍﺴﺎﺕ ، ﺃﺑﺤﺎﺙ ﻮﺃﺗﻌﺎﺏ ﻮﺍﺴﺘﺸﺎﺭﺍﺕ ﻗﺎﻧﻮﻧﻴﺔ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,80,10.30.30.80,Etudes générales,ﺩﺭﺍﺴﺎﺕ ﻋﺎﻣﺔ ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,80,10.30.30.80,Frais détudes techniques et danalyses,ﻣﺼﺎﺭﻳﻒ ﺍﻟﺩﺭﺍﺴﺎﺕ ﺍﻟﺘﻘﻧﻴﺔ ﻮﺍﻟﺘﺤﺎﻟﻴﻞ    ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,80,10.30.30.80,Recherches,ﺃﺑﺤﺎﺙ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,80,10.30.30.80,Honoraires,ﺃﺗﻌﺎﺏ,111100.0,107000.0,107000.0
2024,Fonctionnement,Crédits,10,30,30,80,10.30.30.80,Consultations juridiques,ﺍﺴﺘﺸﺎﺭﺍﺕ ﻗﺎﻧﻮﻧﻴﺔ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,80,10.30.30.80,Frais détablissement des états de paie par dautres organismes,ﺧﺮﻯ ﻣﺼﺎﺭﻳﻒ ﺗﻬﻴﻲﺀ ﻟﻮﺍﺋﺢ ﺃﺠﻮﺭ ﺍﻟﻣﻮﻈﻔﻴﻦ ﻣﻦ ﻄﺮﻒ ﻣﺆﺴﺴﺎﺕ ﺃ        ,100000.0,100000.0,100000.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  80,,211100.0,207000.0,207000.0
2024,Fonctionnement,Crédits,10,30,30,90,10.30.30.90,Autres frais de gestion générale,ﻣﺼﺎﺭﻳﻒ ﺃﺧﺮﻯ ﻟﻺﺩﺍﺭﺓ ﺍﻟﻌﺎﻣﺔ ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,90,10.30.30.90,Frais divers de prestations numérique,ﻣﺼﺎﺭﻳﻒ ﻣﺧﺘﻠﻔﺔ ﻟﻠﺧﺩﻣﺎﺕ ﺍﻟﺮﻗﻣﻴﺔ ,50000.0,50000.0,50000.0
2024,Fonctionnement,Crédits,10,30,30,90,10.30.30.90,Redevances délectricité,ﻣﺴﺘﺤﻘﺎﺕ ﺍﺴﺘﻬﻼﻙ ﺍﻟﻜﻬﺮﺑﺎﺀ ,800000.0,800000.0,800000.0
2024,Fonctionnement,Crédits,10,30,30,90,10.30.30.90,Redevances deau,,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,90,10.30.30.90,Frais de chauffage et produits de chauffage,ﻣﺼﺎﺭﻳﻒ ﺍﻟﺘﺩﻓﺋﺔ ﻮﻣﻮﺍﺩﻫﺎ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,90,10.30.30.90,Taxes et redevances de télécommunication,ﺭﺴﻮﻡ ﻮﻣﺴﺘﺤﻘﺎﺕ ﺍﻟﻣﻮﺍﺼﻼﺕ ﺍﻟﻼﺴﻠﻜﻴﺔ ,270000.0,300000.0,300000.0
2024,Fonctionnement,Crédits,10,30,30,90,10.30.30.90,Taxes postales et affranchissement,ﺭﺴﻮﻡ ﺑﺮﻳﺩﻳﺔ ﻮﻣﺼﺎﺭﻳﻒ ﺍﻟﻣﺮﺍﺴﻼﺕ,10000.0,10000.0,10000.0
2024,Fonctionnement,Crédits,10,30,30,90,10.30.30.90,Assurances incendies et responsabilités civiles,ﺍﻟﺘﺄﻣﻴﻦ ﻋﻦ ﺍﻟﺤﺮﻳﻖ ﻮﻋﻦ ﺍﻟﻣﺴﺆﻮﻟﻴﺔ ﺍﻟﻣﺩﻧﻴﺔ  ,10000.0,10000.0,10000.0
2024,Fonctionnement,Crédits,10,30,30,90,10.30.30.90,Publicités Annonces insertion frais de publication,ﺇﻋﻼﻧﺎﺕ، ﺇﺩﺭﺍﺠﺎﺕ ﻮﻣﺼﺎﺭﻳﻒ ﺍﻟﻧﺸﺮ      ,80000.0,100000.0,100000.0
2024,Fonctionnement,Crédits,10,30,30,90,10.30.30.90,Frais de gestion des archives,ﻣﺼﺎﺭﻳﻒ ﺗﺴﻴﻴﺮ ﺍﻷﺭﺸﻴﻒ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,30,30,90,10.30.30.90,Impôts et taxes,ﻀﺮﺍﺋﺏ ﻮﺭﺴﻮﻡ   ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  90,,1220000.0,1270000.0,1270000.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du programme  30,,4691000.0,4409000.0,4409000.0
2024,Fonctionnement,Crédits,10,40,40,0,10.40.40.00,Actions financières liées à la charge de la dette,ﻧﺸﺎﻄﺎﺕ ﻣﺎﻟﻴﺔ ﻣﺘﻌﻠﻘﺔ ﺑﺘﻜﺎﻟﻴﻒ ﺍﻟﺩﻳﻮﻦ        ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,40,40,10,10.40.40.10,Intérêts des emprunts,ﻓﻮﺍﺋﺩ ﺍﻟﻘﺮﻮﺾ   ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,40,40,10,10.40.40.10,Intérêts de lemprunt n contracté auprès du,ﻓﻮﺍﺋﺩ ﺍﻟﻘﺮﺾ ﺭﻗﻡ ﺍﻟﻣﻣﻧﻮﺡ ﻣﻦ ﻄﺮﻒ         ,1753100.0,2436900.0,2436900.0
2024,Fonctionnement,Crédits,10,40,40,10,10.40.40.10,Intérêts de lemprunt n contracté auprès du,ﻓﻮﺍﺋﺩ ﺍﻟﻘﺮﺾ ﺭﻗﻡ ﺍﻟﻣﻣﻧﻮﺡ ﻣﻦ ﻄﺮﻒ         ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,40,40,10,10.40.40.10,Intérêts de lemprunt n contracté auprès du,ﻓﻮﺍﺋﺩ ﺍﻟﻘﺮﺾ ﺭﻗﻡ ﺍﻟﻣﻣﻧﻮﺡ ﻣﻦ ﻄﺮﻒ         ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,40,40,10,10.40.40.10,Intérêts de lemprunt n contracté auprès du FEC,ﻓﻮﺍﺋﺩ ﺍﻟﻘﺮﺾ ﺭﻗﻡ ﺍﻟﻣﻣﻧﻮﺡ ﻣﻦ ﻄﺮﻒ ﺺ ﺕ ﺝ        ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,40,40,10,10.40.40.10,Intérêts de lemprunt n contracté auprès du,ﻓﻮﺍﺋﺩ ﺍﻟﻘﺮﺾ ﺭﻗﻡ ﺍﻟﻣﻣﻧﻮﺡ ﻣﻦ ﻄﺮﻒ ﺺ ﺕ ﺝ        ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,40,40,10,10.40.40.10,Intérêts de lemprunt n contracté auprès du FEC,ﻓﻮﺍﺋﺩ ﺍﻟﻘﺮﺾ ﺭﻗﻡ ﺍﻟﻣﻣﻧﻮﺡ ﻣﻦ ﻄﺮﻒ ﺺ ﺕ ﺝ        ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,40,40,10,10.40.40.10,Intérêts de lemprunt n contracté auprès du FEC,ﻓﻮﺍﺋﺩ ﺍﻟﻘﺮﺾ ﺭﻗﻡ ﺍﻟﻣﻣﻧﻮﺡ ﻣﻦ ﻄﺮﻒ ﺺ ﺕ ﺝ        ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,40,40,10,10.40.40.10,Intérêts de lemprunt n contracté auprès du FEC,ﻓﻮﺍﺋﺩ ﺍﻟﻘﺮﺾ ﺭﻗﻡ ﺍﻟﻣﻣﻧﻮﺡ ﻣﻦ ﻄﺮﻒ ﺺ ﺕ ﺝ        ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  10,,1753100.0,2436900.0,2436900.0
2024,Fonctionnement,Crédits,10,40,40,20,10.40.40.20,Autres charges financières,ﺗﺤﻣﻼﺕ ﻣﺎﻟﻴﺔ ﺃﺧﺮﻯ ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,10,40,40,20,10.40.40.20,Intérêts de retard,ﻓﻮﺍﺋﺩ ﺍﻟﺘﺄﺧﻴﺮ   ,91500.0,191500.0,191500.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  20,,91500.0,191500.0,191500.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du programme  40,,1844600.0,2628400.0,2628400.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du chapitre  10,,47830800.0,48019600.0,48019600.0
2024,Fonctionnement,Crédits,20,0,0,0,20.00.00.00,DOMAINES DES AFFAIRES SOCIALES,ﻣﺠﺎﻝ ﺍﻟﺸﺆﻮﻦ ﺍﻹﺠﺘﻣﺎﻋﻴﺔ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,0,20.10.10.00,Assistance sociale,ﺍﻟﻣﺴﺎﻋﺩﺓ ﺍﻹﺠﺘﻣﺎﻋﻴﺔ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,10,20.10.10.10,Assistance aux associations et institutions locales,ﺍﻹﻋﺎﻧﺔ ﺍﻟﻣﻘﺩﻣﺔ ﻟﻠﺠﻣﻌﻴﺎﺕ ﻮﺍﻟﻣﺆﺴﺴﺎﺕ ﺍﻟﻣﺤﻠﻴﺔ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,10,20.10.10.10,Subventions aux associations des oeuvres sociales du personnel,ﺇﻋﺎﻧﺎﺕ ﻣﻘﺩﻣﺔ ﻟﺠﻣﻌﻴﺎﺕ ﺍﻷﻋﻣﺎﻝ ﺍﻹﺠﺘﻣﺎﻋﻴﺔ ﻟﻠﻣﻮﻈﻔﻴﻦ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,10,20.10.10.10,Subventions aux institutions publiques de bienfaisance,ﺇﻋﺎﻧﺎﺕ ﻣﻘﺩﻣﺔ ﻟﻠﻣﺆﺴﺴﺎﺕ ﺍﻟﺧﻴﺮﻳﺔ ﺍﻟﻌﻣﻮﻣﻴﺔ,20000.0,20000.0,20000.0
2024,Fonctionnement,Crédits,20,10,10,10,20.10.10.10,Aides et soutien aux associations,ﻣﺴﺎﻋﺩﺍﺕ ﻮﺩﻋﻡ ﺍﻟﺠﻣﻌﻴﺎﺕ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,10,20.10.10.10,Subventions aux autres institutions sociales,ﺇﻋﺎﻧﺎﺕ ﻟﻣﺆﺴﺴﺎﺕ ﺃﺧﺮﻯ ﺍﺠﺘﻣﺎﻋﻴﺔ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,10,20.10.10.10,Participation à létablissement des œuvres sociales des fonctionnaires des CT,ﺍﻟﺘﺮﺍﺑﻴﺔ ﺍﻟﻣﺴﺎﻫﻣﺔ ﻓﻲ ﻣﺆﺴﺴﺔ ﺍﻻﻋﻣﺎﻝ ﺍﻻﺠﺘﻣﺎﻋﻴﺔ ﻟﻣﻮﻈﻔﻲ ﺍﻟﺠﻣﺎﻋﺎﺕ      œ   ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  10,,20000.0,20000.0,20000.0
2024,Fonctionnement,Crédits,20,10,10,20,20.10.10.20,Dons et secours,,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,20,20.10.10.20,Frais de transport des malades et des bléssés vers les centres hospitaliers,ﻣﺼﺎﺭﻳﻒ ﻧﻘﻞ ﺍﻟﻣﺮﻀﻰ ﻮﺍﻟﺠﺮﺤﻰ ﻟﻠﻣﺮﺍﻛﺰ ﺍﻹﺴﺘﺸﻔﺎﺋﻴﺔ     ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,20,20.10.10.20,Dons et secours en faveur des indigents,ﻫﺑﺎﺕ ﻮﻣﻌﻮﻧﺎﺕ ﻟﺼﺎﻟﺢ ﺍﻟﻣﺤﺘﺎﺠﻴﻦ,200000.0,200000.0,200000.0
2024,Fonctionnement,Crédits,20,10,10,20,20.10.10.20,Frais dhospitalisation des indigents,ﻣﺼﺎﺭﻳﻒ ﺍﺴﺘﺸﻔﺎﺀ ﺍﻟﻣﻌﻮﺯﻳﻦ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,20,20.10.10.20,Frais de transport de morts et dinhumation,ﻣﺼﺎﺭﻳﻒ ﻧﻘﻞ ﺍﻷﻣﻮﺍﺕ ﻮﺍﻟﺩﻓﻦ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,20,20.10.10.20,Achat de produits alimentaires à usage humain,ﺸﺮﺍﺀ ﻣﻮﺍﺩ ﻏﺬﺍﺋﻴﺔ ﻷﻫﺩﺍﻒ ﺇﻧﺴﺎﻧﻴﺔ   ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,20,20.10.10.20,,,0.0,0.0,0.0
2024,Fonctionnement,Crédits,0,0,0,0,00.00.00.00,Total du projet  20,,200000.0,200000.0,200000.0
2024,Fonctionnement,Crédits,20,10,10,30,20.10.10.30,Aides et subventions au profit de la femme et lenfance,ﺍﻹﻋﺎﻧﺎﺕ ﻮﺍﻟﻣﺴﺎﻋﺩﺍﺕ ﺍﻟﻣﻘﺩﻣﺔ ﻟﻔﺎﺋﺩﺓ ﺍﻟﻣﺮﺃﺓ ﻮﺍﻟﻄﻔﻮﻟﺔ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,30,20.10.10.30,Frais de fonctionnement des foyers socioculturels de femme,ﻣﺼﺎﺭﻳﻒ ﺗﺴﻴﻴﺮ ﺍﻟﻣﺮﺍﻛﺰ ﺍﻻﺠﺘﻣﺎﻋﻴﺔ ﻮﺍﻟﺜﻘﺎﻓﻴﺔ ﺍﻟﺧﺎﺼﺔ ﺑﺎﻟﻣﺮﺃﺓ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,30,20.10.10.30,Frais de fonctionnement des foyers socioculturels de de lenfance,ﺑﺎﻟﻄﻔﻮﻟﺔ ﻣﺼﺎﺭﻳﻒ ﺗﺴﻴﻴﺮ ﺍﻟﻣﺮﺍﻛﺰ ﺍﻻﺠﺘﻣﺎﻋﻴﺔ ﻮﺍﻟﺜﻘﺎﻓﻴﺔ ﺍﻟﺧﺎﺼﺔ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,30,20.10.10.30,Frais de fonctionnement des garderies denfants,ﻣﺼﺎﺭﻳﻒ ﺗﺴﻴﻴﺮ ﺩﻮﺭ ﺤﻀﺎﻧﺔ ﺍﻷﻄﻔﺎﻝ,0.0,0.0,0.0
2024,Fonctionnement,Crédits,20,10,10,30,20.10.10.30,Frais de circoncision,ﻣﺼﺎﺭﻳﻒ ﺍﻟﺧﺘﺎﻧﺔ,200000.0,200000.0,200000.0
